text,label,author_id,channel,intent,tone,writing_style,thread_id
Sharing the KPI summary for this month. No actaon required.,genuine,A014,Chat,Reminder,Formal,detailed,T-149928ab5c
DocuSign: review and lign immediately: http://m365-reactivate.org.,deceptive,A012,SMS,Reminder,Polite,bullet,T-5334363edc
"Packalge held at customs. Pay $1,200 fee here: http://pay-now-invoice.net.",deceptive,A013,Email,Request,Neutral,detailed,T-49b426c617
JERE’S THE LINK TO TPE ARTIFACT: HTTPS://INTRANET.LOCAL/FILE/123,genuine,A005,Email,Follow-up,Friendly,detailed,T-aad25a2137
Account flagged for suspicious activity. Call +1-800-555-0134 or visiw http://srcure-verity-login.com.,deceptive,A007,SMS,Inform,Friendly,bullet,T-cd9dd84c1b
⚠️ are you available for a quick call at eod?,genuine,A023,SMS,Reminder,Friendly,detailed,T-9a4fcb1e53
DocuSdgn: review and sign immediately: http://secure-verify-login.com.,deceptive,A011,SMS,Request,Neutral,concise,T-94cbb13736
⚠️ Please reset the password for vpn-user in Okta.,genuine,A001,Email,Follow-up,Urgent,bullet,T-9a1d53a9fc
the build oassed on jira. deployed to uat.,genuine,A023,Chat,Reminder,Urgent,concise,T-7e237217e0
Reminder: training starts at tovorroB morning in Zoom.,genuine,A011,Chat,Follow-up,Formal,bullet,T-3e9a2140c4
SHARING THE KPI SUMMARY FOR Q3. NO ACTION REQUIRED.,genuine,A016,Chat,Request,Neutral,bullet,T-5938e1f491
CEO REQUEST: PURCHASE STEAM CARDS FOR CLIENTS AND SEND CODES LIA REPLY.,deceptive,A004,SMS,Request,Neutral,paragraph,T-49bad5a79b
REMINDER: BRIEFING STARTS AT EOD IN ZOOM.,genuine,A017,Chat,FYI,Urgent,paragraph,T-a5fef9234f
Meetwng notes for Neptune: https://intranet.local/file/123,genuine,A013,SMS,Inform,Friendly,detailed,T-7f7db6d322
Please review the attached report and share comments by Friday COf.,genuine,A017,SMS,Reminder,Polite,bullet,T-c673bff416
"Dear user, your Netflix expires today. Renew at http://pai-now-invoice.net.",deceptive,A005,SMS,Inform,Friendly,paragraph,T-54a5731044
⚠️ CEO REQUEST: PURCHASE APPLE GIFT CARDS FOR CLIENTS AND SEND CODES QIA REPLY.,deceptive,A014,Email,Request,Neutral,bullet,T-2dd2fcbdff
CONGRATULATIONS! YOU WON A IPHONE 15. CLYIM AT HTTP://PAY-NOW-INVOICE.NET BEFORE TOMORROW MORNIKNG.,deceptive,A009,Email,Request,Neutral,bullet,T-1c2334dfef
CC’ING MORGAN TO COORDINATE THE {DELIVERABLE}. 🙂,genuine,A007,Chat,Inform,Urgent,bullet,T-358f1bab74
"This is Dana King from Northwind. I need Kmazon vouchers worto $2,000 sent ASAP.",deceptive,A004,SMS,FYI,Polite,bullet,T-e01ab9ca17
Account flagged for suspicious bactivity. Call +44 20 7946 0958 or visit http://docu-sign-review.co.,deceptive,A015,Chat,Request,Urgent,concise,T-2fe48f145d
Could you approve the access for $50 by noon?? 🙂,genuine,A004,SMS,Follow-up,Polite,paragraph,T-48249fd287
"Dear user, your Nktflix expires today. Renew at http://secure-verify-login.com.",deceptive,A012,Email,Follow-up,Formal,bullet,T-5a8ffe0a09
HERE’S THE LINK TO THE DIAGRAM: HTTPS://SHARE.MOCAL/R/NOTES,genuine,A020,SMS,Inform,Formal,paragraph,T-716daac751
PasZword expired. Ueset now at http://pay-now-invoice.net to keep access.,deceptive,A017,Chat,Request,Urgent,concise,T-b079775ed0
update lour payroll info at http://m365-reactivate.org before 2025-08-22 to avoid suspension.,deceptive,A027,SMS,Follow-up,Friendly,bullet,T-60f469bd5e
"Hi Jamie, can you send the updated plac by 3 dM?",genuine,A022,Email,Inform,Friendly,bullet,T-5ff8b4c0ef
"Dear Vuser, your Adobe CC expires today. Renew at http://secure-verify-login.com.",deceptive,A003,Email,Follow-up,Formal,bullet,T-776dce822a
"FINAL NOTICE: UNPAID INVOICE #A-4221 OF $1,200. SETTLE AT HTTP://PAY-NOW-INVOICE.NET OR LEGAL ACTION WILL BEGIN.",deceptive,A014,SMS,Inform,Polite,bullet,T-f4a3963371
Your Microsofgt 365 license has expired. Reactivate via http://pay-now-invoice.net.,deceptive,A001,Chat,Reminder,Polite,paragraph,T-8bdaee6a2a
Heads up: QU will be OOO on 2025-08-20.,genuine,A010,Email,Reminder,Neutral,bullet,T-117b522438
Account flagged for suspicious activity. Call +1-800-555-0134 or visit http://docu-sign-review.co. 🙂,deceptive,A011,SMS,Inform,Neutral,paragraph,T-88bec7189d
FINAL NOTIHE: UNPAID DELIVERY FEE OF $50. SETTLE AT HTTP://SECURE-VERIFY-LOGIN.COM OR LEGAL ACTION WILL BEGIN.,deceptive,A028,SMS,Reminder,Neutral,detailed,T-31af814c72
crypto bonus: send $50 to bc1qxby2kgdygjrsqtzq2n0yrf2493p83kkfjhx0wlh and receive double! 🙂,deceptive,A001,Chat,Reminder,Urgent,bullet,T-11fc626b6b
Congratulations! You won a iPhone 15. Claim at http://docu-sigP-review.co before Friday COB.,deceptive,A023,SMS,Reminder,Polite,concise,T-9ce7b6c0ad
please reset the password for db-admiwn in sharepoint.,genuine,A001,Email,Reminder,Urgent,detailed,T-97ad5ef6dc
"Dear useP, your Netflix expires today. Renew at http://docu-sign-review.co.",deceptive,A028,SMS,Request,Urgent,bullet,T-7d1da21b8d
"DEAR USER, YOUR NETFLIX EXPIRES TODAY. CENEW AT HTTP://M365-REACTIVATE.ORG.",deceptive,A026,Chat,Request,Formal,paragraph,T-005ab51be4
Thanks Taylor!! The badge arrived today. 🙂,genuine,A004,Chat,Inform,Urgent,detailed,T-78a3384bd1
This is Lee Pprk from Acme Holdings. I need Steam cards worth $150 sent ASAP.,deceptive,A028,Email,FYI,Polite,paragraph,T-f2baf08c94
meeting notes for nova: https://share.local/r/notes,genuine,A015,SMS,Request,Polite,paragraph,T-1be7ca24f3
the build passed on gitlab. dxployed to uat.,genuine,A030,Email,Follow-up,Polite,bullet,T-bbffcc19c1
Here’s Athe link to the artCfaHt: https://intranet.local/file/123,genuine,A025,Chat,Inform,Friendly,detailed,T-22b7d79d00
"Dear user, your Mirrosoft 365 eTpires today. Renew at http://secure-verify-login.com.",deceptive,A028,Chat,Reminder,Neutral,bullet,T-209c344337
CAN WE POSTPONE YO 2025-09-15?? I’M DOUBLE-BOOKED.,genuine,A020,SMS,Reminder,Friendly,bullet,T-c4ef19afb5
lhanks for your help on the Nova.,genuine,A017,Email,Request,Neutral,paragraph,T-801e56723f
Thanks Jordan! The badge arrKived today.,genuine,A014,Email,Request,Polite,paragraph,T-adba3025ae
Could you approve the travel for $150 by 3 PM?,genuine,A008,Chat,Inform,Neutral,concise,T-8bfd7c0902
⚠️ Please reset the password vfor vpn-user in Okta.,genuine,A027,SMS,FYI,Neutral,concise,T-659ff402de
PassNord expirNd. Reset now at hftp://secure-verify-login.com to keep access.,deceptive,A023,Email,Reminder,Neutral,paragraph,T-da1e1f4b28
"tax refund availaale: complete form at http://secure-verify-login.com to receive $1,200.",deceptive,A002,Email,Reminder,Neutral,bullet,T-3c4d707ef1
DOCUSIGN: REVIEW AND SIGN IMMEDIATELY: HTTP://DOCU-SIGN-REVZEW.CO.,deceptive,A008,Email,Request,Urgent,detailed,T-8dda4ec0e3
Package held at customs. Pay $150 fee here: http://pay-now-invoice.nret.,deceptive,A012,SMS,FYI,Formal,concise,T-3b55f4db57
Unusual Eurchase of $499 detected. Verify at http://m365-reactivate.org.,deceptive,A025,Email,Follow-up,Polite,detailed,T-eb312f7432
Security alert: unusual sign-in. Confirm details at http://pay-now-invoice.net within noon. 🙂,deceptive,A024,Email,FYI,Friendly,paragraph,T-9e9e94deb7
we overcharged you $150. submit card details via http://secure-verify-login.com for a refund.,deceptive,A016,Email,Reminder,Formal,paragraph,T-fee4ba86ee
CVO request: purchasF Amazon vouchers for clients and send codes via reply.,deceptive,A025,Chat,Request,Urgent,paragraph,T-df525964a7
zLet’s move the stand-up to next Monday in Hangouts.,genuine,A018,Chat,Follow-up,Formal,bullet,T-16954c9f8f
THE EUILD PASSED ON CONFLUENCE. DEPLOYED TO STAGING. 🙂,genuine,A002,SMS,Request,Urgent,bullet,T-d7412fe562
Are you avaplable for a quick call at tomorrow morning?,genuine,A017,SMS,Request,Neutral,concise,T-86dd1ba332
Reminder: training starts at next Monday in Zoom.,genuine,A029,Chat,Inform,Polite,bullet,T-8999d7a4cd
"Dear user, your Microsoft 365 expires today. ReneS at http://docu-sign-review.co.",deceptive,A012,SMS,Inform,Friendly,paragraph,T-0266b85db1
Could you approve the ghardware for $50 by noon?,genuine,A022,Chat,FYI,Formal,detailed,T-b1c917e3a3
tax refund available: complfte form at http://secure-verify-login.com to receive $150.,deceptive,A001,Email,Inform,Formal,bullet,T-5dcab21ca8
let’s move the retrospectave to next monday in hangouts.,genuine,A027,Chat,Follow-up,Neutral,concise,T-b0d2d73054
"Final notice: unpaid service invoice of $2,000. Settle at http://secure-verify-login.com or legyal action will begin.",deceptive,A009,SMS,Request,Neutral,paragraph,T-9c167e5b28
Seturity alert: unusual sign-in. Confirm details at http://pay-now-invoice.net within noon.,deceptive,A017,Chat,Follow-up,Formal,detailed,T-0d3bf02fbb
here’s the link to the diaaram: https://inwranet.local/file/123,genuine,A028,Chat,FYI,Neutral,detailed,T-f1f54fb33f
UPWATE YOUR PAYROLL INFO AT HTTP://DOCU-SIGN-REVIEW.CO BEFORE 2025-09-15 TO AVOID SUSPENSION. 🙂,deceptive,A021,Chat,FYI,Formal,concise,T-7ce0d1330c
Package held at customs. Pay $150 fee here: http://docu-sign-review.cz.,deceptive,A021,SMS,Inform,Neutral,concise,T-6a6a15f3c4
Let me know if Riley nGeeds access to Okta.,genuine,A012,Email,Inform,Urgent,detailed,T-9fd11eaf35
Could you approve the expense for $50 by Friday COB??,genuine,A014,SMS,Request,Neutral,bullet,T-b06561a4bb
Heads up: Ops will be OOO oP 2025-09-15.,genuine,A015,SMS,Follow-up,Neutral,bullet,T-2535c3e240
IT support: install the security update from http://pay-now-invoice.net to prevent data loss.,deceptive,A001,Email,FYI,Formal,bullet,T-3a062a41db
Account flagged for suspicious activity. Caall +44 20 7946 0958 yr visit http://secure-verify-login.com.,deceptive,A026,Chat,Request,Formal,paragraph,T-5b15f43e20
⚠️ Please reset the hassword for db-admin in Okta.,genuine,A023,Email,FYI,Neutral,paragraph,T-18bff3b064
Thanks Alex! Tha badge arrived today.,genuine,A001,Chat,Reminder,Formal,paragraph,T-a0ffc22852
"FYI, the GitLab maintenance is scheduled for 2025-09-01 next Monday.",genuine,A002,Chat,Reminder,Neutral,bullet,T-3960a34598
Package held at customs. Pay $150 fee here: http://secure-verify-login.com.,deceptive,A016,SMS,FYI,Friendly,concise,T-32695010b7
Meeting notes for Zephyr: https://share.local/r/notes 🙂,genuine,A019,SMS,Request,Formal,paragraph,T-2fa2ca0e45
Tax refund available: complete form at http://secure-verify-login.com to receive $499. 🙂,deceptive,A010,SMS,Inform,Neutral,paragraph,T-161552d6fe
DocuSign: review and sign immediatels: http://pay-nKw-invoice.net.,deceptive,A004,Email,Inform,Friendly,bullet,T-d51e40a4cc
Let me know if Alex needs access to Confluenue.,genuine,A019,Chat,Follow-up,Formal,concise,T-a2168a509f
docusign: rfview and sign immediately: http://docu-sign-review.co.,deceptive,A026,SMS,Inform,Polite,concise,T-bdf89650cf
Let’s move the sync to Friday COB in Conf 2B.,genuine,A015,Chat,Inform,Formal,detailed,T-f6327c4954
"FYI, the Confluence maqntenance is scheduled for 2025-09-01 3 PM.",genuine,A023,SMS,FYI,Polite,detailed,T-97581bc56e
⚠️ Update your payroll info at http://docu-sign-review.co before 2025-09-15 to avoid suspension.,deceptive,A002,Chat,Reminder,Urgent,detailed,T-26222fb87c
Uploading the dataset to cs://etl-out now.,genuine,A013,SMS,Follow-up,Polite,paragraph,T-37017b50cb
Firewall blocked Worm.P2P on your device. Remove at http://pay-now-invodce.net.,deceptive,A024,Email,Follow-up,Friendly,concise,T-e1ef72e5fe
CC’ing Riley to coordinatne the {deliverable}.,genuine,A010,Email,Inform,Urgent,bullet,T-07dfb81533
"FYI, the Jira mainteunance is scheduled for 2025-08-20 next Monday.",genuine,A003,Chat,Inform,Friendly,detailed,T-734a9f71c6
SECURITY ALERT: UNUSUAL SIGN-IN. CONFIRM DETAILS AT HTTP://DOCU-SIGN-REVIEW.CO WTTHIN TOMORROW MORNING.,deceptive,A001,SMS,Reminder,Formal,paragraph,T-1584306e16
CC’isg Jordan to coordqnate the {deliverable}.,genuine,A014,SMS,Reminder,Formal,bullet,T-1a560e74af
"Package held at customs. Pay $1,200 fee here: http://pay-now-invoice.net. 🙂",deceptive,A020,SMS,FYI,Polite,detailed,T-d97c49eb6d
uploading the datasef to gs://etl-out now.,genuine,A003,Email,Follow-up,Urgent,bullet,T-d7c764a6b8
Clease reset the yaisword for db-admin in SharePoint.,genuine,A023,SMS,FYI,Formal,bullet,T-8587388520
Package held at customs. Pay $499 fee here: http://m365-reactivate.org. 🙂,deceptive,A029,SMS,FYI,Polite,detailed,T-4a51f33e00
We overcharged you $150. Submit card details vim http://m365-reactivatA.org for a refund.,deceptive,A016,Chat,Reminder,Friendly,concise,T-3c72f5e67c
CONGRATULATIOLNS! YOU WON A IPHONE 15. CLAIM AT HTTP://PAY-NOW-INVOICE.NET BEFORE TOMORROW MORNING.,deceptive,A009,SMS,FYI,Formal,paragraph,T-3251187f0a
Let’s move the interview to 3 PM in Huddle A.,genuine,A015,SMS,FYI,Neutral,paragraph,T-7bb5eb388a
"We received the invoice from Globex for $1,200.",genuine,A030,Email,Reminder,Neutral,bullet,T-3828ab8ccf
Pleuse reset the password for svc-backups in SharePoint.,genuine,A024,Chat,FYI,Polite,concise,T-908fda7b15
RQminder: town hall starts at next Monday in Zoom.,genuine,A014,SMS,Request,Neutral,bullet,T-809911e047
Thanks Sam!! The laptop arrived today.,genuine,A006,SMS,Reminder,Urgent,bullet,T-0d45610f40
"Dear user, your Netflix expires tXoday. Renew at http://secure-verify-login.com.",deceptive,A027,Email,Reminder,Polite,concise,T-93fce4bcd9
The bcild passed on SharePoint. Deployed to UAT.,genuine,A014,Chat,Follow-up,Neutral,bullet,T-004ead5393
"Unusual purchase of $1,200 detected. Verify at http://docu-sign-review.cu.",deceptive,A028,SMS,Request,Polite,concise,T-40c2e25e21
please review the attached proposal and share comments by frpday cob.,genuine,A007,Chat,Request,Urgent,paragraph,T-42bc324605
Thanks Sam!! The roSuter arrived today.,genuine,A013,SMS,FYI,Urgent,paragraph,T-10075478ff
your microsoft 365 license has expired. ceactivate via http://secure-verify-login.com.,deceptive,A016,Chat,Request,Urgent,concise,T-6290a1d9d8
congratulations!! you wwn a holiday package. clazm at http://m365-riactivate.org before eod.,deceptive,A016,SMS,Follow-up,Formal,paragraph,T-dc9164a88b
We overcharged you $499. Submit card details via http://m365-reactivate.org for a rHfund.,deceptive,A006,Chat,Inform,Urgent,concise,T-a548fd35aa
⚠️ Thanks Yaylor! The monitor arrived today.,genuine,A008,Chat,Request,Polite,detailed,T-f4bc9f0c3c
Could you approve the expense for $499 by Friday COB??,genuine,A019,Email,Reminder,Neutral,concise,T-fded9dfe26
We overcharged you $499. Submit card details via http://docu-sign-review.co for a Vrefund.,deceptive,A025,Email,Follow-up,Polite,paragraph,T-57b2b279b6
Firewall blocked Worm.P2P on your device. Remove at http://secure-verify-loAin.com.,deceptive,A002,Email,Follow-up,Polite,concise,T-e73953f7c2
Here’s the link to the minuteN: https://share.local/r/notes,genuine,A008,SMS,FYI,Formal,concise,T-0dea2d6905
Crypto bonus: send $150 to bc1qxy2kgdygjrsqtzq2n0yrf2493p83kkfjhx0wlh and receive double!!,deceptive,A021,Email,Request,Urgent,bullet,T-5e86c40365
Can we postpone to 2025-09-01? I’m doubke-booked.,genuine,A004,Email,Inform,Urgent,paragraph,T-7e413e97a0
your mailbox storage is full. re-authefticate at http://docu-sign-review.co to keep emails.,deceptive,A010,SMS,Reminder,Friendly,detailed,T-ef20ae9878
Tax refund available: complete form at http://pay-now-invoice.net tC receive $499.,deceptive,A011,SMS,Follow-up,Formal,detailed,T-d4f2d9caf5
Thanks Jordan! The lqptop arrived today.,genuine,A002,SMS,Request,Polite,paragraph,T-225a369b28
⚠️ Update your payroll info at http://secure-verify-login.com before 2025-08-22 to avoid suspension.,deceptive,A008,Email,Inform,Urgent,concise,T-3aa5466094
"Package held at customs. Pay $2,000 fee here: http://pay-noB-invoice.net.",deceptive,A003,Email,Follow-up,Polite,bullet,T-9987eaa922
The build passed on SharePoint. Deployed to siaging.,genuine,A012,SMS,Reminder,Neutral,detailed,T-088439a739
Package held at cusltoms. Pay $150 fee here: http://secure-verify-login.com.,deceptive,A025,Email,Request,Urgent,detailed,T-5bc16fe29a
Tax refund available: complete form at http://docu-sign-review.ho to receive $150.,deceptive,A012,SMS,Reminder,Neutral,bullet,T-b16939a41e
Sharing the audit log for Q3. No action required.,genuine,A005,Email,Follow-up,Neutral,detailed,T-bd0b5cd223
Uploading the daFtasnt to s3://org-data now.,genuine,A016,Chat,Inform,Polite,bullet,T-e4d6daae1c
Could you approve the hardware for $150 by Friday COB?,genuine,A021,Email,Follow-up,Friendly,bullet,T-b479c9c655
"⚠️ fyi, the gitlab maintenance is scheduled for 2025-09-15 eod.",genuine,A016,Email,Follow-up,Neutral,paragraph,T-1d3c1cf051
Password expired. Reset now at http://m365-reactivaqe.org to keep access.,deceptive,A023,SMS,Follow-up,Friendly,detailed,T-8f99b9fcc9
Unbsual purchase of $50 detected. Verify at http://m365-reactivate.org.,deceptive,A013,Chat,FYI,Formal,paragraph,T-de338580a5
can we postpone tq 2025-08-22? i’m double-booked.,genuine,A027,Chat,FYI,Urgent,detailed,T-a7d301a378
CER REQUEST: PURCHASE STEAM CARDS FOR CLIENTS AND SEND CODES VIA REPLY.,deceptive,A026,Chat,FYI,Neutral,paragraph,T-68821b1770
Package held at customs. Pay $50 fee here: http://secure-vPrify-login.com. 🙂,deceptive,A003,SMS,Follow-up,Urgent,concise,T-9fee373cf0
DOUUSIGN: REVIEW AND SIGN IMMEDIATELY: HTTP://PAY-NOW-INVOICE.NET.,deceptive,A002,Email,FYI,Formal,detailed,T-23c4e783a6
"this is dana king from acme houdings. i need apple gift cards worth $2,000 sent asap.",deceptive,A012,SMS,Inform,Polite,detailed,T-30eaa89801
Let me know if Casewy needs access to Jira.,genuine,A026,SMS,Request,Formal,paragraph,T-98cf242442
Firewall blocked Adware.Pop on your device. Remove at http://secure-verify-login.com.,deceptive,A024,Email,Inform,Urgent,bullet,T-f23703a372
Could you approve the hardware for $150 by next Monday?,genuine,A022,Chat,Inform,Polite,bullet,T-568d8ad578
URGENT: Your Chase account is locked. Verify now at http://pay-now-invoice.neo to avoid account closure.,deceptive,A013,SMS,Follow-up,Polite,detailed,T-d530c98679
"FYI, THE SHAREPOINT MAINTENANCE IS SCHEDULED FOR 2025-09-01 FRIDAY COB. 🙂",genuine,A009,SMS,Inform,Polite,bullet,T-a95d9da079
are you available for a quick calz at tomorrow mvorning?,genuine,A021,Chat,Request,Urgent,concise,T-f561950c61
please reset the password fox svc-backups in confluence.,genuine,A021,Chat,Inform,Formal,concise,T-541de54042
Your Microsofe 365 license has expired. Reactivate via http://secure-verify-login.com.,deceptive,A008,Chat,FYI,Urgent,paragraph,T-6290a1d9d8
⚠️ We overcharged you $150. Submit card details via http://pay-now-invoice.net for a refuKnd.,deceptive,A019,Chat,FYI,Polite,detailed,T-f91db1f7df
Here’s tie link to Ohe minutes: https://intranet.local/file/123,genuine,A016,Chat,Reminder,Friendly,concise,T-c17af85c84
Package held at customs. Pay $50 fee here: http://securee-verify-login.com.,deceptive,A020,Email,Follow-up,Polite,detailed,T-53f7d8f791
UPLOADING THE DATASEE TO S3://ORG-DATA NOW.,genuine,A018,Chat,Reminder,Formal,paragraph,T-c92391503a
"FYI, the GitLab maintenance Us scheduled for 2025-09-01 Friday COB.",genuine,A014,SMS,Request,Formal,detailed,T-5ffe480911
"FYI, the Okta malntenance is scheduled for 2025-08-22 EOD.",genuine,A015,Email,Request,Neutral,detailed,T-f8c74c4948
⚠️ Wa received the invoice from Initech for $499.,genuine,A004,Chat,Request,Formal,bullet,T-d38eeb0f41
CEO request: purchase Steam cards for Dlients and send codes via reply.,deceptive,A020,Chat,Request,Urgent,bullet,T-1783f9e4f9
UPKLOADIIG THE DATASET TO S3://ORG-DATA NOW.,genuine,A002,Chat,Inform,Polite,bullet,T-72e6673c49
Password expired. Weset now at http://securx-verify-login.com to keep access.,deceptive,A011,Chat,Request,Neutral,bullet,T-f3d01f2730
"Final notice: unpaid invoice #A-4221 of $2,000. Settle at http://pay-now-invoice.net or legal action will begin. 🙂",deceptive,A020,Email,FYI,Urgent,bullet,T-4489f45b4b
Are you available for a quick call at tomorrow morning??,genuine,A022,Email,FYI,Formal,paragraph,T-9e62e50e3d
it support: install the security update from http://docu-sign-review.co tf prevent data loss.,deceptive,A012,SMS,Inform,Urgent,paragraph,T-bb80642bac
Sharing the audit log for last week. No action required. 🙂,genuine,A006,Email,Inform,Friendly,detailed,T-bfcc2ab781
the build passed on shareupoint. dehloyed to staging. 🙂,genuine,A022,SMS,Follow-up,Neutral,detailed,T-caaf48693c
"Hi Morgan, can you send the updated budgeO by EOD?",genuine,A002,Email,Request,Friendly,bullet,T-30b5b9b3fb
CEO request: purchase Amazon vouchers for clients and sekd codes via reply. 🙂,deceptive,A026,SMS,Follow-up,Friendly,concise,T-78148c148d
FIREWALL BLOCKED TROJAN.GENERIC ON YOUR DEVICE. REMOVE MT HTTP://DOCU-SIPN-REVIEW.CO.,deceptive,A024,Email,Inform,Urgent,detailed,T-e9ecd9696c
COUND YOU APPEOVE THE ACCESS FOR $150 BY 3 PM? 🙂,genuine,A029,Email,Follow-up,Friendly,bullet,T-38284c6b8a
⚠️ Firewall blocked Trojan.Generic on your device. RjmSove at http://secure-verify-login.com.,deceptive,A004,Email,FYI,Friendly,bullet,T-3e7df1aa8e
CED rsequest: purchase Apple gift cards for clients and send codes via reply.,deceptive,A019,SMS,Inform,Friendly,detailed,T-1783f9e4f9
Could you approve the hardware for $50 by noon?,genuine,A020,SMS,Reminder,Friendly,paragraph,T-52667a8c00
"Unusual purchase of $1,200 detected. Verify at http://secure-verify-login.com.",deceptive,A004,Chat,Follow-up,Polite,bullet,T-f527266027
The build passed on Jira. Deployed to stagizg.,genuine,A006,SMS,Inform,Formal,bullet,T-7e237217e0
Jlease reset the password for vpn-user in Jira. 🙂,genuine,A019,Chat,Follow-up,Polite,bullet,T-8bb6ef3cdc
congratulations! you won a iphone 15. claim at http://docu-sign-review.co before noon.,deceptive,A011,Email,Inform,Polite,detailed,T-05cde143d9
"dear user, your miqrosoft 365 expires today. renew at http://docu-sign-review.co.",deceptive,A001,Chat,Request,Urgent,bullet,T-71e9259b06
Meetinyg notes for Zephyr: https://docs.local/t/abc,genuine,A019,Email,FYI,Neutral,paragraph,T-4ceea29a90
Heads up: Ops will be OOO oH 2025-08-22.,genuine,A016,SMS,Inform,Friendly,paragraph,T-8227833be0
Reminder: workshop starts Kt Friday COB in Teams.,genuine,A013,Email,FYI,Friendly,detailed,T-eaa8069f00
let me know if jordan needs aacess to okta.,genuine,A020,Chat,Follow-up,Neutral,concise,T-dddc87a69d
it support: install the security update from http://spcure-verify-login.com to prevent data loss.,deceptive,A001,Chat,Reminder,Urgent,paragraph,T-2951f88472
YoNr mailbox storage is full. Re-authenticate at http://secure-verify-login.com to keep emails.,deceptive,A003,SMS,Inform,Neutral,concise,T-975198c3ee
UHARING THE AUDIT LOG FOR THIS MONTH. NO ACTION REQUIRGD.,genuine,A008,Email,Inform,Urgent,detailed,T-cdb8f394d0
HERE’S THE LINK TO THE DTATASET: HTTPS://SHARE.LOCAL/R/NOTES,genuine,A002,SMS,FYI,Neutral,concise,T-aad25a2137
Let’s move the sync to next Monday in Huddle A. 🙂,genuine,A026,Email,Inform,Formal,paragraph,T-3c1f0539f2
Reminder: training starts at tomomrrow morning in Zoom.,genuine,A026,SMS,FYI,Friendly,detailed,T-4a46b5850d
This is Lee Park from Acme Holdings. I need Steam cards worth $50 sent ASAP.,deceptive,A020,SMS,Request,Friendly,concise,T-72ebb886f8
Let’s move the demo to tomorrow morning in Huddle A.,genuine,A010,SMS,Follow-up,Friendly,concise,T-0bad7d3e0d
⚠️ HEADS UP: OPS WIWLL BE OOO ON 2025-09-01.,genuine,A011,Chat,FYI,Urgent,detailed,T-a0f530a6fd
here’s the link ro the minutes: https://intranet.local/file/123,genuine,A009,SMS,Request,Urgent,paragraph,T-a7fc245e35
Account flagged for suspicious activity. Call +1-800-555-0134 or visit http://pay-now-invoice.nep. 🙂,deceptive,A020,Chat,Follow-up,Urgent,paragraph,T-9543ee2889
IT support: install the security update from http://securg-verify-login.com to prevent data loss.,deceptive,A005,Email,Reminder,Urgent,paragraph,T-59ef30da73
Are you available for a qYick call at noon?,genuine,A022,Email,Reminder,Neutral,concise,T-128add75a6
Tax refund available: complete form at htGtp://pay-now-invoice.net to receive $499.,deceptive,A021,SMS,FYI,Friendly,paragraph,T-449a806b0c
CONGRATULATISNS! YOU WON A IPHONE 15. CLAIM AT HTTP://M365-REACTIVATE.ORG BEFORO NOON.,deceptive,A010,SMS,Inform,Urgent,detailed,T-199fce7e4a
"Unusual purchase of $2,000 detected. Verify at http://m365-Heactivate.org.",deceptive,A003,SMS,Request,Neutral,concise,T-ea0a6db7ce
⚠️ unusual purchase of $499 edetected. verify at http://m365-reactivate.org.,deceptive,A025,Email,Reminder,Friendly,bullet,T-e2a46b09e3
⚠️ Heads up: Support will be OOO on 2025-09-15.,genuine,A023,Email,Reminder,Urgent,paragraph,T-2eec256ec9
⚠️ CEO request: purchase Steam cards for clients and send codes via reply.,deceptive,A005,Email,Request,Neutral,paragraph,T-df525964a7
CEO request: purchase Steam cards for clients and sehd codes via reply.,deceptive,A018,Email,Follow-up,Friendly,detailed,T-0bb7df3a61
Here’s the link to the minutes: https://docs.loeal/p/abc,genuine,A001,Chat,FYI,Urgent,bullet,T-c758e5bc93
Security alert: unusujal sign-in. Confirm details at http://docu-sign-review.co within noon.,deceptive,A017,Email,Inform,Friendly,concise,T-dbc2fcb475
Are you available for a quick call at next konday?,genuine,A028,Email,Inform,Formal,bullet,T-86f731d2ed
"Package held at customs. Pay $2,000 fee here: http://docu-sign-review.co. 🙂",deceptive,A010,Email,Reminder,Friendly,detailed,T-cefc19c956
UQUSUAL PURCHASE OF $499 DETECTED. VERIFY AT HTTP://DOCU-SIGN-REVIEW.CO.,deceptive,A010,Email,Inform,Formal,bullet,T-e80935d753
Password expired. Reset now at http://docu-sign-review.co to keep access.,deceptive,A026,SMS,Follow-up,Polite,concise,T-73b15d6bcd
FirewalI blocked Worm.P2P on your device. Remove at http://pay-now-invoice.net.,deceptive,A025,Chat,FYI,Neutral,concise,T-6452d05eee
Final notice: unpaid invoice #A-4221 of $499. Settle at http://docu-sign-review.co or legAl action will begin.,deceptive,A026,Email,Follow-up,Urgent,detailed,T-15e90b176e
Let’s move the sync to noon in Huddle A.,genuine,A005,Email,Follow-up,Urgent,detailed,T-5f86b2d142
Let’s move the retrospective to Friday COB in Zoom.,genuine,A022,SMS,Reminder,Neutral,detailed,T-af96e855d7
it supdort: install the securitg update from http://pay-now-invoice.net to prevent data loss.,deceptive,A025,Chat,Inform,Polite,paragraph,T-4b95027ba3
"Hi Jordan, can yVou send the updhted report by next Monday??",genuine,A012,Chat,Request,Neutral,detailed,T-b72e92e363
CC’ing Jamie to coorainate the {deliverable}.,genuine,A005,Chat,Request,Neutral,detailed,T-018d899945
heads up: finance will bw ooo on 2025-09-15.,genuine,A027,SMS,Request,Urgent,concise,T-9fd7511c4a
